Protein	D_glucose	acetate	ethanol	glycerol	D_glucitol	D_galactose	D_ribose	D_xylose
P26637	0.001253813	0.000539228	0.000761959	0.000904751	0.001142646	0.000972205	0.00103754	0.000240607
P11325	0	0	0	0	0	0	0	0
Q10740	0	0	0	0	0	0	0	0
P15180	0.00048721	0.000177262	0.000273871	0.000335806	0.000438992	0.000365064	0.000393403	4.77E-05
P32048	0	0	0	0	0	0	0	0
P17505	0	0.002850609	0.001357535	0.001082022	0	0.000191927	0	0
P22133	0	0	0	0	0	0	0	0
P32419	0	0	0	0	0	0	0	0
P21826	0	0.007255946	0.011790655	0.000479408	0	0.000925001	0	0
P30952	0	0.007612138	0.012366432	0.000507464	0	0.000974634	0	0
P36013	0.000181882	0	4.08E-05	0	0	0	0	0.000238755
P32463	0	0	0	0	0	0	0	0
Q12283	0	0	0	0	0	0	0	0
P41940	4.72E-05	0	0	9.23E-06	3.51E-05	1.66E-05	2.37E-05	0
P29952	0.000149046	1.76E-05	5.86E-05	8.48E-05	0.000128596	9.72E-05	0.000109261	0
P19358	0	0	0	0	0	0	0	0
P10659	0.010067665	0.004700831	0.006373631	0.007446054	0.009232748	0.007952662	0.008443358	0.002458075
P32785	0	0	0	0	0	0	0	0
P00958	0.014518218	0.006802217	0.00920723	0.010749073	0.01331784	0.011477434	0.012182918	0.003577774
P22438	0	0	0	0	0	0	0	0
Q02046	0	0	0	0	0	0	0	0
Q12031	0	0	0	0	0	0	0	0
P07277	0.000395297	0.000133864	0.000215351	0.000267591	0.000354626	0.00029227	0.000316173	2.46E-05
P32377	0.001915262	0.000851541	0.001183094	0.00139565	0.001749775	0.001496061	0.001593317	0.00040702
P35206	0	0	0	0	0	0	0	0
P38287	0	0	0	0	0	0	0	0
P33300	0	0	0	0	0	0	0	0
Q05533	0.000479152	0.000173458	0.00026874	0.000329826	0.000431595	0.000358682	0.000386632	4.57E-05
P38710	0	0	0	0	0	0	0	0
P11986	0.001622111	0.000713127	0.000996451	0.001178088	0.001480701	0.001263893	0.001347002	0.000333267
P43577	0	0	0	0	0	0	0	0
P40360	0	0	0	0	0	0	0	0
Q04728	0	0	0	0	0	0	0	0
Q04066	0	0	0	0	0	0	0	0
P21595	0	0	0	0	0	0	0	0
P21623	0	0	0	0	0	0	0	0
P53164	0	0	0	0	0	0	0	0
P32622	0	0	0	0	0	0	0	0
P21373	0	0	0	0	0	0	0	0
Q06892	0	0	0	0	0	0	0	0
P06700	0	0	0	0	0	0	0	0
P53688	0	0	0	0	0	0	0	0
P53685	0	0	0	0	0	0	0	0
P53687	0	0	0	0	0	0	0	0
P53686	0	0	0	0	0	0	0	0
P38795	0	0	0	0	0	0	0	0
Q07500	0.000548645	0.000868922	0.005577836	0.001819137	0.003349824	0.004032001	0.00371914	0.000893933
P40215	0	0	0	0	0	0	0	0
P32340	0.000134241	0.00446422	0.001311067	0.003647475	0.000146467	0.00046165	9.06E-05	0.000498872
P39683	0	0	0	0	0	0	0	0
P53184	0	0	0	0	0	0	0	0
Q05874	0	0	0	0	0	0	0	0
P25576	0	0	0	0	0	0	0	0
Q06178	0	0	0	0	0	0	0	0
P53204	0	0	0	0	0	0	0	0
P43619	0	0	0	0	0	0	0	0
P32621	0	0	0	0	0	0	0	0
P36010	5.50E-05	0	0	1.50E-05	4.22E-05	0.00032232	3.02E-05	0
P39730	0	0	0	0	0	0	0	0
P54861	0	0	0	0	0	0	0	0
Q12198	2.58E-05	0	0	1.17E-05	2.60E-05	1.92E-05	2.64E-05	0
Q04533	0	0	0	0	0	0	0	0
P05150	0	0	0	0	0	0	0	0
P08432	0	0	0	0	0	0	0	0
P07991	0	0	0	0	0	0	0	0
P13298	0.000155569	2.07E-05	6.27E-05	8.97E-05	0.000134583	0.000102408	0.000114741	0
P30402	0	0	0	0	0	0	0	0
P03962	0	0	0	0	0	0	0	0
P53332	0	0	0	0	0	0	0	0
Q04430	0	0	0	0	0	0	0	0
P40459	0	0	0	0	0	0	0	0
P41903	0	0	0	0	0	0	0	0
P15625	0	0	0	0	0	0	0	0
P15624	0	0	0	0	0	0	0	0
P08425	0	0	0	0	0	0	0	0
Q06408	0	0	0	0	0	0	0	0
P07244	0.002510365	0.001132532	0.001561993	0.001837317	0.002296017	0.001967379	0.002093356	0.000556743
P38628	0	0	0	0	0	0	0	0
P18408	0.000736695	0.00039037	0.000561233	0	0	0	0	0.000161289
P10963	0	0.00234614	0.00319847	0	0	0	0	0
P33412	0	0	0	0	0	0	0	0
P16862	0.01287645	0	0	0	0.005791657	0.004414781	0.003270724	2.81E-05
P16861	0	0	0	0	0	0	0	0
P37012	0.000350644	0.000112777	0.000186917	0.000234447	0.000313634	0.003516046	0.000278648	1.34E-05
P33401	0.000183491	0	8.05E-05	0.000110397	0.000160212	0.002174808	0.000138203	0
P53319	0	0	0	0	0	0	0	0
P38720	0.003358044	0	0	0	0.00300984	0.003041051	0.002465884	0
P40054	0	0	0	0	0	0	0	0.000105049
P40510	0	0	0	0	0	0	0	0.000126755
P00560	0.007335671	0.000107305	0.000179538	0.00059943	0.003299536	0.002518326	0.002449377	1.73E-05
Q12040	0.002691908	0	5.38E-06	0.000163671	0.001169014	0.000887055	0.000850301	0
P07283	0.025571186	0.012020976	0.016244445	0.018952101	0.023463169	0.02023119	0.021470105	0.006358519
P24521	0.003221674	0.001468389	0.002014875	0.002365224	0.002948917	0.002530728	0.002691032	0.000735702
P40506	0	0	0	0	0	0	0	0
P36076	0	0	0	0	0	0	0	0
P36024	0	0	0	0	0	0	0	0
Q08438	0	0	0	0	0	0	0	0
Q03262	0	0	0	0	0	0	0	0
P27616	0	0	0	0	0	0	0	0
P21264	6.54E-05	0	5.33E-06	2.28E-05	5.19E-05	3.10E-05	3.90E-05	0
P00912	0	0	0	0	0	0	0	0
P04046	8.26E-06	0	0	0	0	0	0	0
P32895	0.015444396	0.007239523	0.009796912	0.011436444	0.014167963	0.012210952	0.012961134	0.003810787
P38620	0.011386236	0.005323412	0.007213145	0.008424644	0.010443044	0.008996951	0.009551283	0.00278981
P38689	0	0	0	0	0	0	0	0
P38063	0	0	0	0	0	0	0	0
Q12265	0	0	0	0	0	0	0	0
P42941	0	0	0	0	0	0	0	0
P33330	0.00610468	0	0	0	0.006858245	0	0.005870698	0.023922094
P38298	0	0	0	0	0	0	0	0
Q05567	0	0	0	0	0	0	0	0
P50264	0	0	0	0	0	0	0	0
P05373	0	0	0	0	0	0	0	0
P32452	0	0	0	0	0	0	0	0
P20049	0	0	0	0	0	0	0	0
P09368	0	1.53E-05	0	0	0	0	0	0.000205052
P38708	0.003040259	0.001382731	0.001899371	0.002230585	0.002782399	0.00238705	0.002538599	0.00069006
P40012	0	0	0	0	0	0	0	0
Q04179	0	0	0	0	0	0	0	0
Q05788	0	0	0	0	0	0	0	0
P38075	0	0	0	0	0	0	0	0
P32327	0.001389109	0	0	0	0.000730616	0	0.000445127	0
P11154	0.002970318	0	0	0	0.001612602	0	0.001023968	0
P32473	0.000794985	0	0	0.002333432	0.000697245	0.000788674	0.000539241	0.00024972
P16387	0.000935521	0	0	0.002715545	0.000822434	0.000928219	0.000639619	0.000304635
P16451	0.000913594	0	0	0.002655926	0.000802901	0.000906446	0.000623957	0.000296067
P12695	0.00105786	0	0	0.00304818	0.000931412	0.001049695	0.000726999	0.00035244
P00549	0.020788442	0	0	0.001872701	0.009394395	0.00728484	0.007009871	0
P52489	0	0	0	0	0	0	0	0
Q03778	0	0	0	0	0	0	0	0
P50861	0	0	0	0	0	0	0	0
P38145	0.002022838	0.000902337	0.001251589	0.001475493	0.001848523	0.001581264	0.001683712	0.000434086
P21524	0	0	0	0	0	0	0	0
P49723	0	0	0	0	0	0	0	0
P21672	0	0	0	0	0	0	0	0
P09938	0	0	0	0	0	0	0	0
Q12189	0.002632398	0.000101033	0.000171081	0.000215988	0.002365167	0.002332383	0.039737116	0.00168283
P53915	0	0	0	0	0	0	0	0
P46969	0.000224967	0	0	0	0.000191621	0.000199086	0.003394864	2.57E-05
P25087	0	0	0	0	0	0	0	0
P40363	0	0	0	0	0	0	0	0
P38998	0.000355305	0	5.10E-05	0.000107938	0.000282547	0.000158666	0.000199719	0
P38999	0	0	0	0	0	0	0	0
P12945	0	0	0	0	0	0	0	0
P37293	0	0	0	0	0	0	0	0
P07347	0	0	0	0	0	0	0	0
Q3E790	0	0	0	0	0	0	0	0
P40970	0	0	0	0	0	0	0	0
P25045	0	0	0	0	0	0	0	0
P07284	0	0	0	0	0	0	0	0
P38705	0.003205119	0.001460569	0.002004331	0.002352933	0.002933715	0.002517611	0.002677117	0.000731535
P15807	0	0	0	0	0	0	0	0
Q12074	0	0	0	0	0	0	0	0
Q12455	0	0	0	0	0	0	0	0
P47013	0	0	0	0	0	0	0	0
P23501	0	0	0	0	0	0	0	0
Q06147	0	0	0	0	0	0	0	0
Q12246	0	0	0	0	0	0	0	0
P32476	0.026960001	0.012676713	0.017128674	0.019982816	0.024737938	0.021331105	0.022637046	0.006707919
P29704	0.001069356	0.000452133	0.000644517	0.000767854	0.000973335	0.000826117	0.00088255	0.000194199
P37298	0	0	0	0	0	0	0	0
P47052	0	0	0	0	0	0	0	0
P33421	0	0	0	0	0	0	0	0
P21801	0	0	0	0	0	0	0	0
Q00711	0	0	0	0	0	0	0	0
Q06236	0	0	0	0	0	0	0	0
P38067	0	0.001362715	0	0.004431996	0	0	0	0
P00724	0	0	0	0	0	0	0	0
P08536	0	0	0	0	0	0	0	0
P39692	0	0	0	0	0	0	0	0
P47169	0	0	0	0	0	0	0	0
Q12358	0	0	0	0	0	0	0	0
P36001	0	0	0	0	0	0	0	0
Q08645	0	0	0	0	0	0	0	0
P35202	0	0	0	0	0	0	0	0
P40553	0	0	0	0	0	0	0	0
P29509	5.93E-06	0	0	0	0	0	0	0
P38816	0	0	0	0	0	0	0	0
P04801	0.006622983	0.003074373	0.004180448	0.004889546	0.006070927	0.005224521	0.005548975	0.001591434
P07236	0	0	0	0	0	0	0	0
P06785	0	0	0	0	0	0	0	0
P18900	0	0	0	0	0	0	0	0
P53228	0	0	0	0	0	0	0	0
P15019	0.021416162	0	0	0	0.009513372	0.007185115	0.001808322	1.82E-05
P33315	0	0	0	0	0	0	0	0
P23254	0.00141933	0	0	1.66E-05	0.001263424	0.001298328	0.016239839	0.001078344
P00942	3.68E-05	0	0	0	0	0	0	0
P00931	0	0	0	0	0	0	0	0
Q12109	0.00128126	0.000552188	0.000779435	0.000925121	0.001167839	0.000993943	0.001060603	0.000247513
P04803	0	0	0	0	0	0	0	0
P36421	0.001246748	0.000535892	0.000757461	0.000899507	0.001136161	0.000966609	0.001031604	0.00023883
P48527	0	0	0	0	0	0	0	0
Q06321	0	0	0	0	0	0	0	0
P43123	0	0	0	0	0	0	0	0
P04397	0	0	0	0	0	0.034680158	0	0
P15700	0	0	0	0	0	0	0	0
P18562	0	0	0	0	0	0	0	0
P32459	0	0	0	0	0	0	0	0
Q12084	0	0	0	0	0	0	0	0
P32347	0	0	0	0	0	0	0	0
P36150	0	0	0	0	0	0	0	0
P06174	0	0	0	0	0	0	0	0
P38709	0.000820393	0.000334581	0.000486005	0.000583082	0.000744816	0	0.000673359	0.000131563
P32861	0	0	0	0	0	0	0	0
P07806	0.000818312	0.000333598	0.00048468	0.000581538	0.000742906	0.000627293	0.000671611	0.000131039
P47165	0	0	0	0	0	0	0	0
Q07993	0	0	0	0	0	0	0	0.000274878
P42826	0	0	0	0	0	0	0	0.176202499
P31115	0	0	0	0	0	0	0	0
P53167	0	0	0	0	0	0	0	0
P48567	0	0	0	0	0	0	0	0
Q12211	0	0	0	0	0	0	0	0
P39988	0	0	0	0	0	0	0	0
P36136	0	0	0	0	0	0	0	0
P21954	0	0	0	0	0.000315477	0	0.000201566	0
P07149	0.025050829	0.011775286	0.015913145	0.018565916	0.022985543	0.019819077	0.021032879	0.006227607
P19097	0.022659406	0.010646159	0.014390575	0.01679111	0.020790498	0.017925116	0.019023503	0.005625968
P39525	0	0	0	0	0	0	0	0
P35731	0	0	0	0	0	0	0	0
P38790	0	0	0	0	0	0	0	0
P38071	0	0	0	0	0	0	0	0
P39540	0	0	0	0	0	0	0	0
P40319	0	0	0	0	0	0	0	0
P38286	0	0	0	0	0	0	0	0
P40857	0	0	0	0	0	0	0	0
Q99190	0	0	0	0	0	0	0	0
P21147	0.016124814	0.00756079	0.010230122	0.011941421	0.014792507	0.012749832	0.013532852	0.00398197
P30624	0	0	0	0	0	0	0	0
P47912	0	0	0	0	0	0	0	0
P39002	0	0	0	0	0	0	0	0
Q05871	0	0	0	0	0	0	0	0
Q08558	0	0	0	0	0	0	0	0
P32573	0	0	0	0	0	0	0	0
P32784	0	0	0	0	0	0	0	0
P36148	0.063920792	0.030127617	0.040660476	0.047413137	0.058663471	0.050603093	0.05369287	0.016006293
P40471	0	0	0	0	0	0	0	0
Q08548	5.04E-05	0	0	1.16E-05	3.80E-05	1.91E-05	2.63E-05	0
P33333	0	0	0	0	0	0	0	0
P36165	0	0	0	0	0	0	0	0
Q12043	0	0	0	0	0	0	0	0
P32567	0	0	0	0	0	0	0	0
Q05521	0	0	0	0	0	0	0	0
Q04396	0	0	0	0	0	0	0	0
Q08650	0	0	0	0	0	0	0	0
P38221	0.000257886	6.90E-05	0.000127862	0.00016561	0.000228498	0.000183442	0.000200713	0
P08456	0	0	0	0	0	0	0	0
P06197	0.000374327	0.000123962	0.000201999	0.000252028	0.000335378	0.000275662	0.000298553	1.93E-05
P38226	0	0	0	0	0	0	0	0
P39006	0.047351083	0.022304373	0.030111128	0.03511605	0.043454509	0.037480368	0.039770433	0.011837849
P53037	0	0	0	0	0	0	0	0
P05374	0	0	0	0	0	0	0	0
P05375	0	0	0	0	0	0	0	0
Q12382	0	0	0	0	0	0	0	0
P22140	0	0	0	0	0	0	0	0
P17898	0	0	0	0	0	0	0	0
P25578	0	0	0	0	0	0	0	0
P38812	0	0	0	0	0	0	0	0
Q07560	0	0	0	0	0	0	0	0
P53264	0	0	0	0	0	0	0	0
Q06510	0	0	0	0	0	0	0	0
P42951	0	0	0	0	0	0	0	0
P37297	0	0	0	0	0	0	0	0
Q06389	0	0	0	0	0	0	0	0
P39104	0	0	0	0	0	0	0	0
P22219	0	0	0	0	0	0	0	0
P22543	0	0	0	0	0	0	0	0
P38994	0	0	0	0	0	0	0	0
P34756	0	0	0	0	0	0	0	0
P40345	0	0	0	0	0	0	0	0
Q04958	0	0	0	0	0	0	0	0
P39105	0	0	0	0	0	0	0	0
Q03674	0	0	0	0	0	0	0	0
Q08108	0	0	0	0	0	0	0	0
P32383	0	0	0	0	0	0	0	0
Q08959	0	0	0	0	0	0	0	0
P36126	0	0	0	0	0	0	0	0
P50942	0	0	0	0	0	0	0	0
Q12271	0	0	0	0	0	0	0	0
P47147	0	0	0	0	0	0	0	0
P32368	0	0	0	0	0	0	0	0
P40559	0	0	0	0	0	0	0	0
Q08227	0	0	0	0	0	0	0	0
Q06708	0	0	0	0	0	0	0	0
P42837	0	0	0	0	0	0	0	0
P34163	0	0	0	0	0	0	0	0
Q07804	0	0	0	0	0	0	0	0
Q07950	0	0	0	0	0	0	0	0
P38139	0	0	0	0	0	0	0	0
P40308	0	0	0	0	0	0	0	0
P25641	0	0	0	0	0	0	0	0
P54857	0	0	0	0	0	0	0	0
P28321	0	0	0	0	0	0	0	0
P16140	0	0	0	0	0	0	0	0
P17255	0	0	0	0	0	0	0	0
P25515	0	0	0	0	0	0	0	0
P32610	0	0	0	0	0	0	0	0
P39111	0	0	0	0	0	0	0	0
P23968	0	0	0	0	0	0	0	0
P48836	0	0	0	0	0	0	0	0
P31412	0	0	0	0	0	0	0	0
P32366	0	0	0	0	0	0	0	0
P37296	0	0	0	0	0	0	0	0
P22203	0	0	0	0	0	0	0	0
P32842	0	0	0	0	0	0	0	0
P41807	0	0	0	0	0	0	0	0
P32563	0	0	0	0	0	0	0	0
P40988	0	0	0	0	0	0	0	0
P38993	0	0	0	0	0	0	0	0
P38954	0	0	0	0	0	0	0	0
Q06346	0	0	0	0	0	0	0	0
P36107	0	0	0	0	0	0	0	0
P53615	0	0	0	0	0	0	0	0
Q12447	0	0	0	0	0	0	0	0
P53727	0	0	0	0	0	0	0	0
P52290	0	0	0	0	0	0	0	0
P06182	0	0	0	0	0	0	0	0
Q00873	0	0	0	0	0	0	0	0
P39713	0	0	0	0	0	0	0	0
P33893	0	0	0	0	0	0	0	0
P38174	0	0	0	0	0	0	0	0
Q01662	0	0	0	0	0	0	0	0
P38218	0	0	0	0	0	0	0	0
Q04299	0	0	0	0	0	0	0	0
P38230	0	0	0	0	0	0	0	0
P38242	0	0	0	0	0	0	0	0
P53178	0	0	0	0	0	0	0	0
Q01976	0	0	0	0	0	0	0	0
P38137	0	0	0	0	0	0	0	0
P38138	0	0	0	0	0	0	0	0
P07286	0	0	0	0	0	0	0	0
P38149	0	0	0	0	0	0	0	0
P53871	0	0	0	0	0	0	0	0
P38360	0	0	0	0	0	0	0	0
P25374	0	0	0	0	0	0	0	0
P25612	0	0	0	0	0	0	0	0
Q07747	0	0	0	0	0	0	0	0
P47182	0	0	0	0	0	0	0	0
P42884	0	0	0	0	0	0	0	0
Q08361	0	0	0	0	0	0	0	0
Q02895	0	0	0	0	0	0	0	0
P39986	0	0	0	0	0	0	0	0
P0CX08	0	0	0	0	0	0	0	0
P0CX09	0	0	0	0	0	0	0	0
P40011	0	0	0	0	0	0	0	0
P40029	0	0	0	0	0	0	0	0
P39965	0	0	0	0	0	0	0	0
P32656	0	0	0	0	0	0	0	0
P38744	0	0	0	0	0	0	0	0
P00447	0	0	0	0	0	0	0	0
P38773	0	0	0	0	0	0	0	0
P38774	0	0	0	0	0	0	0	0
P38818	0	0	0	0	0	0	0	0
P38827	0	0	0	0	0	0	0	0
Q04089	0	0	0	0	0	0	0	0
P46995	0	0	0	0	0	0	0	0
P38626	0	0	0	0	0	0	0	0
Q12746	0	0	0	0	0	0	0	0
P36060	0	0	0	0	0	0	0	0
P40580	0	0	0	0	0	0	0	0
P40582	0	0	0	0	0	0	0	0
Q04806	0	0	0	0	0	0	0	0
P36156	0	0	0	0	0	0	0	0
Q12390	0	0	0	0	0	0	0	0
P36088	0	0	0	0	0	0	0	0
P14904	0	0	0	0	0	0	0	0
P28273	0	0	0	0	0	0	0	0
P36007	0	0	0	0	0	0	0	0
P48239	0	0	0	0	0	0	0	0
P0CH63	0	0	0	0	0	0	0	0
P0CH64	0	0	0	0	0	0	0	0
P43545	0	0	0	0	0	0	0	0
P53824	0	0	0	0	0	0	0	0
P43616	0	0	0	0	0	0	0	0
Q07540	0	0	0	0	0	0	0	0
Q07648	0	0	0	0	0	0	0	0
P19881	0	0	0	0	0	0	0	0
P13045	0	0	0	0	0	0	0	0
P28817	0	0	0	0	0	0	0	0
Q12691	0	0	0	0	0	0	0	0
Q01896	0	0	0	0	0	0	0	0
P13587	0	0	0	0	0	0	0	0
Q99288	0	0	0	0	0	0	0	0
Q08234	0	0	0	0	0	0	0	0
P52892	0	0	0	0	0	0	0	0
Q03786	0	0	0	0	0	0	0	0
P32584	0	0	0	0	0	0	0	0
Q04082	0	0	0	0	0	0	0	0
P53306	0	0	0	0	0	0	0	0
P53961	0	0	0	0	0	0	0	0
P46961	0	0	0	0	0	0	0	0
P32363	0	0	0	0	0	0	0	0
P62651	0	0	0	0	0	0	0	0
Q04409	0.001685036	0	0	0	0	7.27E-05	0	0
Q04432	0	0	0	0	0	0	0	0
Q04902	0	0	0	0	0	0	0	0
Q08914	0	0	0	0	0	0	0	0
Q08992	0	0	0	0	0	0	0	0
P38929	0	0	0	0	0	0	0	0
P13586	0	0	0	0	0	0	0	0
P16639	0	0	0	0	0	0	0	0
P39007	0	0	0	0	0	0	0	0
P53008	0	0	0	0	0	0	0	0
P31755	0	0	0	0	0	0	0	0
P43636	0	0	0	0	0	0	0	0
P22855	0	0	0	0	0	0	0	0
P32579	0	0	0	0	0	0	0	0
P53095	0	0	0	0	0	0	0	0
P53206	0	0	0	0	0	0	0	0
P53223	0	0	0	0	0	0	0	0
P53230	0	0	0	0	0	0	0	0
P32318	0	0	0	0	0	0	0	0
P50076	0	0	0	0	0	0	0	0
P39676	0	0	0	0	0	0	0	0
P47051	0	0	0	0	0	0	0	0
P47016	0	0	0	0	0	0	0	0
P21375	0	0.001028488	0.000250042	0.001435764	0	2.30E-06	0	0
P00445	0	0	0	0	0	0	0	0
P32906	0	0	0	0	0	0	0	0
Q12205	0	0	0	0	0	0	0	0
P47177	0	0	0	0	0	0	0	0
Q12209	0	0	0	0	0	0	0	0
P36033	0	0	0	0	0	0	0	0
P32791	0	0	0	0	0	0	0	0
P53746	0	0	0	0	0	0	0	0
Q12333	0	0	0	0	0	0	0	0
Q08905	0	0	0	0	0	0	0	0
Q08908	0	0	0	0	0	0	0	0
Q12473	0	0	0	0	0	0	0	0
Q12385	0	0	0	0	0	0	0	0
Q06508	0	0	0	0	0	0	0	0
Q12429	0	0	0	0	0	0	0	0
Q12524	0	0	0	0	0	0	0	0
Q06005	0	0	0	0	0	0	0	0
Q03161	0	0	0	0	0	0	0	0
Q12674	0	0	0	0	0	0	0	0
Q03649	0	0	0	0	0	0	0	0
P53954	0	0	0	0	0	0	0	0
P53934	0	0	0	0	0	0	0	0
P53868	0	0	0	0	0	0	0	0
P53839	0	0	0	0	0	0	0	0
P53730	0	0	0	0	0	0	0	0
Q08295	0	0	0	0	0	0	0	0
Q12001	0	0	0	0	0	0	0	0
P40351	0	0	0	0	0	0	0	0
Q04174	0	0	0	0	0	0	0	0
P32875	0	0	0	0	0	0	0	0
Q08686	0	0	0	0	0	0	0	0
Q12305	0	0	0	0	0	0	0	0
Q08742	0	0	0	0	0	0	0	0
P40350	0	0	0	0	0	0	0	0
Q06494	0	0	0	0	0	0	0	0
Q06350	0	0	0	0	0	0	0	0
P29029	0	0	0	0	0	0	0	0
P38698	0	0	0	0	0	0	0	0
Q04119	0	0	0	0	0	0	0	0
P38995	0	0	0	0	0	0	0	0
P49954	0	0	0	0	0	0	0	0
P39979	0	0	0	0	0	0	0	0
